TeamSeason,Offense,Defense
MIN-2013,-0.0321896368528,-0.216722180383
NE-2013,-0.0216198429623,-0.0550133376622
NO-2013,0.0240891610846,0.0417405522033
NYG-2013,0.221867079623,0.00843560622002
NYJ-2013,-0.0565468648646,0.0563556402546
OAK-2013,0.275444869748,0.056121686431
PHI-2013,0.0729624800191,-0.0759764114482
PIT-2013,-0.218644718725,-0.0670774182192
SD-2013,-0.0134878028289,0.031460366534
SEA-2013,0.0652838730693,-0.0356648886486
SF-2013,0.122930770748,0.00857612659179
STL-2013,0.226558304951,0.219894290783
TB-2013,-0.0641227495039,0.0322165851923
TEN-2013,-0.0844850359306,0.000520979626283
WAS-2013,0.057410313446,0.00418290261257
ARI-2014,-0.0570725364971,0.136380400977
ATL-2014,-0.0545368450665,0.0501422595841
BAL-2014,0.12179362278,-0.0401882558434
BUF-2014,-0.0361935028701,0.0414081220234
CAR-2014,0.103148185799,0.0675887447139
CHI-2014,-0.102955513102,-0.0303098024
CIN-2014,0.135173584921,-0.220447487118
CLE-2014,0.00546795135561,-0.0187207485215
DAL-2014,-0.0369296777131,-0.179744513728
DEN-2014,-0.164821719104,-0.0559935927831
DET-2014,0.0483463573961,0.0477424444565
GB-2014,-0.165627061484,0.0896887294152
HOU-2014,-0.0189879238066,0.185950487383
IND-2014,0.0826461164414,0.0582790403031
JAC-2014,0.0792549929908,-0.00532159409635
KC-2014,-0.13911958232,-0.0512499135367
MIA-2014,-0.202072899179,-0.118883401187
MIN-2014,0.00883887670945,-0.00827995319833
NE-2014,0.0482222409369,-0.0135077338594
NO-2014,0.0998066158348,-0.0509502545353
NYG-2014,0.0943680144799,-0.0230825007765
NYJ-2014,0.0735184671763,0.0115821367985
OAK-2014,-0.0250976553261,0.135461699141
PHI-2014,0.0903548727994,0.0308364183592
PIT-2014,-0.113747603762,0.0426497989909
SD-2014,-0.163767497463,0.0636708204426
SEA-2014,0.12699498718,0.0693500927213
SF-2014,0.207452153999,-0.019616288769
STL-2014,0.145683605319,0.0393375550945
TB-2014,-0.0550339387975,-0.166480247574
TEN-2014,-0.0957617325721,-0.100569448846
WAS-2014,-0.0465744858347,0.0161580114987
ARI-2015,-0.174382793259,-0.00271221534347
ATL-2015,0.049887887961,-0.00563245216005
BAL-2015,0.143074984076,-0.0516124915492
BUF-2015,0.0875521836384,-0.114676679548
CAR-2015,-0.0367928883858,0.0234350418188
CHI-2015,-0.0964964972837,-0.0414714557092
CIN-2015,0.0275186949487,-0.0653367869288
CLE-2015,0.0515325987682,-0.0268730182335
DAL-2015,0.012780886374,0.125850086401
DEN-2015,-0.0697936431234,0.201298731805
DET-2015,-0.020281082963,-0.0479311565489
GB-2015,-0.0443106786856,0.015919452022
HOU-2015,-0.0879290452424,0.0716891060134
IND-2015,0.32692399004,0.0073519646938
JAC-2015,-0.00219529200705,-0.0999573145696
KC-2015,-0.00375812072662,-0.127052327665
MIA-2015,-0.0904296573218,0.0140761846959
MIN-2015,-0.129974815643,-0.0877815612879
NE-2015,0.0884928867587,-0.0694741217178
NO-2015,-0.084470462143,0.114178694784
NYG-2015,-0.114950764588,-0.0739983106846
NYJ-2015,0.0397733760061,0.0337981218363
OAK-2015,-0.0953338180994,0.00584281125972
PHI-2015,0.12208000351,0.13076117736
PIT-2015,-0.0226630241841,0.0489791634784
SD-2015,-0.135946208563,0.041296989367
SEA-2015,-0.0243122356974,-0.0425936084043
SF-2015,-0.0301663245151,0.000255670323282
STL-2015,0.296723647561,0.0235815037464
TB-2015,-0.126033290902,-0.146071715741
TEN-2015,0.0949074756937,0.125017323436
WAS-2015,0.0289039389406,-0.0366369374772
ARI-2016,-0.13511695484,0.00727519405286
ATL-2016,-0.0523633781439,-0.00585402978048
BAL-2016,0.0210003790747,0.0704386327571
BUF-2016,-0.112189705507,-0.20758540815
CAR-2016,0.095595527908,0.00174064395501
CHI-2016,0.0229888475195,0.112721278007
CIN-2016,-0.0655088697547,-0.0360901820337
CLE-2016,-0.0268017972744,0.124634015255
DAL-2016,-0.0728626378357,-0.1230870401
DEN-2016,-0.0636761970201,0.101515661089
DET-2016,0.15448336007,0.13841150022
GB-2016,-0.185583642558,-0.0761405152128
HOU-2016,0.00297378526201,0.0940533097016
IND-2016,0.101117340011,0.0390718514293
JAC-2016,-0.0555769546068,0.0349944639505
KC-2016,-0.00306972886957,-0.0911284062612
LA-2016,0.272509074206,-0.00446298062992
MIA-2016,-0.00585921250431,-0.0144471399076
MIN-2016,-0.117766021063,0.00150151866881
NE-2016,0.130195906881,0.00215490707804
NO-2016,0.0502875540079,-0.04687707941
NYG-2016,-0.00470349749928,-0.0122261571797
NYJ-2016,-0.0836311153834,0.127386995301
OAK-2016,0.158969979275,-0.0699208821546
PHI-2016,0.157883312547,-0.0362531767093
PIT-2016,0.000610777434302,-0.0271102655032
SD-2016,-0.0954834083306,-0.0175811126712
SEA-2016,-0.0318126970052,-0.157871459352
SF-2016,-0.0148993165527,0.0374977473385
TB-2016,0.0168075958923,0.034007870884
TEN-2016,0.00264810386666,-0.076030844368
WAS-2016,-0.072207463853,0.0312897689806
ARI-2017,-0.0773327484975,0.0392669694912
ATL-2017,-0.139056466812,0.0778876987619
BAL-2017,0.0522939604898,-0.0599992957771
BUF-2017,-0.0530119612366,-0.0508283711026
CAR-2017,0.0063573893517,0.0747316096148
CHI-2017,0.0814173482358,0.130537760827
CIN-2017,0.095596995327,-0.0329252618316
CLE-2017,-0.0674497182039,-0.146361136231
DAL-2017,0.12467609326,-0.0166688547185
DEN-2017,-0.0625580203923,-0.0561166965025
DET-2017,-0.0129251494725,0.0121647535267
GB-2017,-0.0931709875519,-0.137349487973
HOU-2017,0.124427647464,0.140326153005
IND-2017,0.0108341007223,0.00899770617622
JAX-2017,-0.137405958692,0.0802249819458
KC-2017,-0.0553649713295,-0.0231913457702
LA-2017,0.0211787529668,-0.0377543009829
LAC-2017,0.0289441385807,0.184859251841
MIA-2017,0.026852384157,-0.0142178042895
MIN-2017,-0.0512731564414,-0.0372120402075
NE-2017,-0.0216091546188,-0.130085231591
NO-2017,0.102530015187,-0.00366619298714
NYG-2017,-0.091310962131,0.0515932751691
NYJ-2017,0.0735908372974,0.0313973091128
OAK-2017,0.0385678105459,-0.103003232561
PHI-2017,-0.00853144109209,-0.112345781065
PIT-2017,0.00261897764373,0.0850172482272
SEA-2017,-0.112085292775,-0.0734345706067
SF-2017,0.0685616707191,0.0105191966737
TB-2017,-0.0983393341569,0.0464934422538
TEN-2017,0.149621133789,0.0466391170815
WAS-2017,0.0645386980587,0.00770771056664
